Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Relative Humidity daily mean [2 m above gnd],Mean Sea Level Pressure daily mean [MSL],Total Precipitation (low resolution) daily sum [sfc],Total Cloud Cover daily mean [sfc],High Cloud Cover daily mean [high cld lay],Medium Cloud Cover daily mean [mid cld lay],Low Cloud Cover daily mean [low cld lay],Sunshine Duration daily sum [sfc],Shortwave Radiation daily sum [sfc],Wind Speed daily mean [10 m above gnd],Wind Direction daily mean [10 m above gnd],Wind Speed daily mean [80 m above gnd],Wind Direction daily mean [80 m above gnd],Wind Speed daily mean [900 mb],Wind Direction daily mean [900 mb],Wind Gust daily mean [sfc],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Relative Humidity daily max [2 m above gnd],Relative Humidity daily min [2 m above gnd],Mean Sea Level Pressure daily max [MSL],Mean Sea Level Pressure daily min [MSL],Total Cloud Cover daily max [sfc],Total Cloud Cover daily min [sfc],High Cloud Cover daily max [high cld lay],High Cloud Cover daily min [high cld lay],Medium Cloud Cover daily max [mid cld lay],Medium Cloud Cover daily min [mid cld lay],Low Cloud Cover daily max [low cld lay],Low Cloud Cover daily min [low cld lay],Wind Speed daily max [10 m above gnd],Wind Speed daily min [10 m above gnd],Wind Speed daily max [80 m above gnd],Wind Speed daily min [80 m above gnd],Wind Speed daily max [900 mb],Wind Speed daily min [900 mb],Wind Gust daily max [sfc],Wind Gust daily min [sfc]
2008,5,30,0,0,18.44,87.58,1017.47,32.90,100.00,48.46,92.83,100.00,0.00,978.11,5.71,114.55,8.10,111.61,25.49,97.84,9.80,23.06,14.43,98.00,78.00,1021.20,1013.80,100.00,100.00,100.00,1.00,100.00,49.00,100.00,100.00,12.61,1.91,17.34,3.67,46.69,4.13,26.17,2.01
2008,5,31,0,0,18.17,76.46,1018.74,2.10,45.32,48.71,44.25,13.04,379.08,5410.31,5.23,133.22,7.24,134.82,23.67,119.53,12.74,22.35,13.40,93.00,64.00,1021.30,1014.70,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,8.09,2.58,9.38,4.92,42.94,6.61,18.79,5.37
2008,6,1,0,0,20.81,74.50,1017.27,0.00,22.75,0.79,20.96,1.79,493.70,5421.88,4.25,132.76,6.12,132.54,13.98,115.86,11.18,24.45,17.33,88.00,64.00,1020.10,1013.90,100.00,0.00,17.00,0.00,100.00,0.00,16.00,0.00,7.50,2.07,8.24,4.69,24.06,7.21,17.67,5.14
2008,6,2,0,0,21.40,78.29,1015.43,0.00,5.34,1.58,0.00,4.88,619.59,5496.64,2.98,127.45,4.80,123.41,8.00,95.36,7.75,25.00,17.70,94.00,64.00,1019.80,1011.30,100.00,0.00,22.00,0.00,0.00,0.00,100.00,0.00,5.75,1.14,6.71,2.49,15.06,3.71,15.21,2.91
2008,6,3,0,0,22.93,76.79,1014.24,0.00,2.08,0.00,0.00,2.08,658.36,5291.05,1.80,124.61,3.48,114.19,3.02,156.01,3.74,26.72,18.67,97.00,61.00,1017.80,1011.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.03,0.95,6.16,1.23,5.65,1.53,6.71,1.12
2008,6,4,0,0,23.79,73.58,1013.43,0.00,3.72,1.42,0.00,3.46,643.10,5243.88,1.06,128.81,2.51,101.67,3.01,52.18,2.92,27.20,19.97,96.00,58.00,1016.00,1009.80,10.00,0.00,18.00,0.00,0.00,0.00,10.00,0.00,2.17,0.38,5.11,0.56,5.59,0.30,6.04,0.89
2008,6,5,0,0,24.54,69.50,1013.29,0.00,1.67,0.00,0.00,1.67,664.33,5353.35,1.10,188.11,1.79,134.12,4.06,225.51,2.91,28.44,20.03,93.00,53.00,1015.80,1010.30,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1.79,0.08,4.12,0.21,5.70,2.48,4.70,0.45
2008,6,6,0,0,24.87,67.04,1013.64,0.00,3.38,0.00,0.46,2.92,651.38,5329.32,1.13,159.14,2.59,60.31,4.72,193.51,2.81,28.74,20.68,87.00,50.00,1016.00,1010.80,10.00,0.00,0.00,0.00,8.00,0.00,10.00,0.00,2.99,0.26,4.64,0.30,7.58,1.33,5.14,1.34
2008,6,7,0,0,24.77,67.25,1013.04,0.00,18.00,0.00,15.08,3.75,644.82,5227.86,1.23,173.30,2.95,119.81,3.70,148.23,3.67,28.24,20.95,84.00,53.00,1015.80,1009.10,100.00,0.00,0.00,0.00,100.00,0.00,10.00,0.00,2.42,0.23,7.60,0.34,7.14,1.54,7.61,1.57
2008,6,8,0,0,24.70,67.33,1011.91,0.00,2.50,0.00,0.00,2.50,670.19,5329.32,3.25,265.71,6.28,261.65,9.68,322.58,9.91,28.49,20.55,84.00,51.00,1014.50,1008.60,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,4.92,1.80,8.18,4.25,13.49,6.45,15.21,6.49
2008,6,9,0,0,24.31,75.46,1012.60,0.00,10.62,0.00,0.00,10.62,553.86,4177.66,3.57,234.99,5.68,227.27,12.29,210.38,10.08,27.31,21.33,88.00,63.00,1015.30,1009.80,62.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,5.00,1.66,7.00,4.39,20.59,5.55,15.43,5.37
2008,6,10,0,0,22.90,88.17,1014.00,10.80,76.71,4.42,71.46,56.67,17.08,1232.65,1.33,176.46,2.20,151.99,4.29,196.56,3.63,24.31,21.14,96.00,82.00,1015.70,1010.90,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,2.83,0.19,5.31,0.18,7.35,1.58,6.49,1.57
2008,6,11,0,0,22.61,86.46,1013.27,0.00,53.01,4.83,0.42,52.17,294.04,3860.82,1.76,220.21,3.08,217.42,8.58,290.99,5.62,25.98,19.65,98.00,71.00,1016.10,1009.90,100.00,0.00,33.00,0.00,9.00,0.00,100.00,0.00,2.45,0.60,5.16,0.67,15.68,4.63,7.61,1.34
2008,6,12,0,0,23.20,86.08,1013.09,2.10,86.67,7.21,86.17,28.96,44.04,1659.85,1.47,228.98,3.46,231.96,7.81,297.31,5.18,25.59,21.25,96.00,76.00,1015.50,1010.30,100.00,14.00,28.00,0.00,100.00,14.00,100.00,0.00,2.33,0.79,5.30,0.92,11.44,3.29,9.40,2.46
2008,6,13,0,0,22.63,93.79,1013.29,20.60,100.00,5.54,100.00,48.04,0.00,1110.72,1.46,135.19,2.56,120.15,1.67,232.11,3.27,23.81,21.32,98.00,88.00,1015.90,1010.60,100.00,100.00,27.00,0.00,100.00,100.00,100.00,0.00,2.70,0.83,4.17,0.65,3.78,0.20,5.14,1.57
2008,6,14,0,0,23.95,82.21,1011.59,0.40,60.19,11.79,58.54,42.33,194.36,3310.80,1.96,216.82,3.77,265.10,7.33,307.34,6.12,27.65,21.16,98.00,63.00,1014.50,1008.00,100.00,0.00,81.00,0.00,100.00,0.00,100.00,0.00,4.08,0.31,7.14,0.92,11.76,2.16,10.29,0.89
2008,6,15,0,0,24.63,75.75,1012.17,2.40,33.25,27.38,27.33,25.33,394.87,3848.36,2.71,224.42,5.22,219.20,11.52,218.22,9.28,28.13,21.19,93.00,62.00,1015.70,1010.20,100.00,0.00,100.00,0.00,100.00,0.00,93.00,0.00,3.63,1.95,7.89,3.16,18.13,4.87,12.75,4.92
2008,6,16,0,0,22.13,71.00,1017.40,8.10,95.83,0.00,24.62,95.33,0.00,2278.40,6.15,134.88,9.13,133.45,23.26,119.04,12.56,24.33,20.69,91.00,57.00,1020.10,1015.40,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,9.34,2.57,11.98,4.95,33.18,13.49,20.13,7.83
2008,6,17,0,0,21.67,68.21,1015.51,0.00,0.00,0.00,0.00,0.00,688.39,5418.32,2.21,102.38,4.29,97.48,11.83,121.90,6.93,25.51,17.24,88.00,57.00,1019.30,1011.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.86,7.20,1.81,21.66,3.21,12.08,2.24
2008,6,18,0,0,23.65,71.62,1011.35,0.00,6.08,0.00,0.00,6.08,688.35,5438.79,1.97,105.91,3.78,108.01,7.35,264.57,4.59,27.81,18.69,91.00,57.00,1013.70,1007.50,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,4.15,0.21,6.76,0.62,10.04,4.44,8.50,1.12
2008,6,19,0,0,25.31,69.00,1009.79,0.00,15.27,9.42,0.00,12.83,638.94,5173.57,3.49,255.76,6.20,296.42,12.53,320.04,10.88,28.76,21.47,84.00,57.00,1012.50,1006.40,100.00,0.00,36.00,0.00,0.00,0.00,100.00,0.00,5.93,1.94,8.08,4.73,19.76,7.85,16.55,7.83
2008,6,20,0,0,25.44,67.04,1010.65,0.00,3.22,7.54,0.00,1.92,681.56,5316.86,3.44,250.73,5.89,241.39,12.30,294.75,9.73,28.95,21.85,81.00,53.00,1013.60,1007.50,18.00,0.00,37.00,0.00,0.00,0.00,18.00,0.00,6.07,1.66,8.33,4.59,20.85,5.95,16.33,3.80
2008,6,21,0,0,25.09,67.79,1011.60,0.20,14.75,0.58,8.50,14.75,591.41,5121.06,1.36,94.81,3.66,86.09,5.87,177.06,4.11,28.25,21.44,81.00,54.00,1014.70,1007.20,73.00,0.00,3.00,0.00,73.00,0.00,73.00,0.00,2.59,0.31,6.99,0.34,10.52,0.47,10.51,1.34
2008,6,22,0,0,22.19,81.58,1013.28,0.00,36.04,0.21,1.58,35.83,464.88,2755.44,4.75,135.36,6.31,134.39,10.43,98.79,9.55,24.01,19.11,86.00,76.00,1016.20,1010.10,100.00,0.00,2.00,0.00,19.00,0.00,100.00,0.00,6.24,2.07,8.48,5.02,13.72,4.45,12.30,5.82
2008,6,23,0,0,21.01,77.96,1015.46,0.00,59.58,3.25,0.00,59.58,190.59,3918.67,4.97,139.72,6.34,141.05,11.24,119.56,10.22,24.35,18.18,91.00,68.00,1017.90,1012.30,100.00,0.00,27.00,0.00,0.00,0.00,100.00,0.00,6.77,3.78,7.68,5.26,18.22,6.95,13.87,7.16
2008,6,24,0,0,21.57,75.96,1016.44,0.00,2.00,0.00,0.00,2.00,658.01,5388.95,4.52,135.31,6.46,135.90,14.27,115.65,11.54,25.15,18.09,92.00,63.00,1019.30,1013.40,29.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,7.23,2.70,7.76,5.76,21.29,8.40,15.88,6.71
2008,6,25,0,0,21.79,74.75,1015.71,0.00,6.95,19.96,0.00,1.33,645.37,5381.83,3.53,126.87,5.59,123.75,10.10,105.04,8.85,25.20,18.44,90.00,61.00,1019.60,1011.70,30.00,0.00,100.00,0.00,0.00,0.00,26.00,0.00,6.45,1.77,6.96,3.44,15.81,3.74,14.76,4.03
2008,6,26,0,0,22.99,72.04,1013.26,0.00,12.08,29.96,0.00,3.33,634.85,5283.93,1.79,100.21,4.15,89.15,3.39,96.70,5.57,26.83,18.90,90.00,57.00,1015.50,1009.80,30.00,0.00,100.00,0.00,0.00,0.00,10.00,0.00,2.62,0.73,6.66,1.19,5.06,1.73,8.05,2.68
2008,6,27,0,0,23.14,78.00,1014.78,2.10,24.81,8.50,20.88,23.38,359.00,3175.52,1.98,137.43,4.18,119.47,5.04,57.20,5.64,26.14,19.73,92.00,67.00,1017.20,1011.90,86.00,0.00,25.00,0.00,86.00,0.00,86.00,0.00,4.03,1.22,7.04,1.56,11.66,1.73,14.09,1.79
2008,6,28,0,0,22.60,79.42,1017.37,0.30,20.86,8.83,0.42,18.96,413.70,4313.83,4.60,141.74,6.11,141.91,12.21,116.70,9.70,25.53,19.33,96.00,64.00,1020.20,1014.20,100.00,0.00,41.00,0.00,10.00,0.00,100.00,0.00,6.43,3.10,7.17,4.61,16.52,6.85,16.33,5.37
2008,6,29,0,0,23.05,73.75,1016.42,0.00,9.43,17.92,0.00,7.29,618.43,5365.81,3.13,136.46,5.25,131.34,8.33,110.85,8.56,26.91,18.68,98.00,56.00,1020.20,1012.60,100.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,4.99,1.92,7.15,3.49,12.99,4.78,14.09,3.58
2008,6,30,0,0,23.77,66.58,1014.51,0.00,0.00,0.00,0.00,0.00,688.93,5460.15,1.87,118.82,4.07,99.44,4.02,63.74,5.17,27.76,19.37,90.00,49.00,1017.60,1010.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,0.80,7.24,1.38,6.28,2.18,8.72,2.01
2008,7,1,0,0,24.58,62.50,1013.85,0.00,0.83,0.00,0.00,0.83,676.30,5396.07,1.24,110.96,2.45,84.99,3.99,71.77,3.10,28.67,19.92,84.00,45.00,1016.70,1010.60,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,2.19,0.38,3.52,0.71,5.65,2.19,4.70,1.79
2008,7,2,0,0,24.39,64.67,1014.98,0.00,3.33,0.00,0.00,3.33,638.14,4451.78,1.79,145.28,3.87,125.86,4.07,70.13,4.46,28.21,20.44,80.00,50.00,1018.20,1012.70,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.25,0.72,7.25,1.96,5.70,2.36,8.05,2.46
2008,7,3,0,0,24.43,63.54,1015.45,0.00,1.68,0.04,0.00,1.67,663.65,5299.95,2.04,148.34,4.84,135.84,4.71,93.88,5.85,28.50,20.01,85.00,45.00,1018.30,1012.60,10.00,0.00,1.00,0.00,0.00,0.00,10.00,0.00,3.64,0.87,7.48,1.93,6.59,2.39,8.95,2.01
2008,7,4,0,0,24.35,61.75,1014.88,0.00,0.83,0.00,0.00,0.83,676.76,5454.81,2.11,137.25,4.72,122.33,5.53,93.72,5.84,28.34,19.91,81.00,46.00,1018.90,1011.70,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,4.43,0.26,8.31,1.78,8.56,2.40,10.96,1.79
2008,7,5,0,0,24.90,61.21,1012.13,0.00,2.50,0.00,0.00,2.50,651.41,5287.49,2.16,250.16,3.35,266.43,7.24,301.56,5.51,29.17,19.75,79.00,47.00,1015.40,1008.50,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,4.56,0.60,7.75,0.17,11.27,3.08,9.40,1.12
2008,7,6,0,0,25.19,61.17,1012.05,0.00,2.92,0.00,0.00,2.92,645.23,5232.31,3.00,260.61,6.42,326.42,12.09,319.16,10.08,29.15,20.60,81.00,45.00,1014.60,1009.10,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,6.24,1.55,8.89,3.92,16.82,7.88,12.75,6.93
2008,7,7,0,0,25.04,62.88,1013.00,0.00,2.42,0.00,0.33,2.08,658.20,5278.59,2.99,251.05,6.42,258.72,10.28,325.10,9.01,29.00,20.48,81.00,50.00,1015.50,1009.80,10.00,0.00,0.00,0.00,8.00,0.00,10.00,0.00,5.93,1.44,8.29,3.43,15.80,5.96,13.87,5.82
2008,7,8,0,0,24.69,67.42,1013.65,0.10,26.33,0.00,24.67,7.67,524.39,4813.12,2.30,219.70,4.93,213.68,5.45,236.46,6.37,28.43,20.97,89.00,55.00,1017.00,1010.00,100.00,0.00,0.00,0.00,100.00,0.00,68.00,0.00,3.96,1.15,6.88,1.89,10.27,0.59,13.65,4.03
2008,7,9,0,0,25.14,63.33,1013.71,0.00,3.15,0.08,1.46,2.12,656.80,5345.34,2.00,169.99,3.89,177.76,4.19,139.71,4.69,29.09,20.88,85.00,45.00,1016.60,1010.30,13.00,0.00,2.00,0.00,13.00,0.00,11.00,0.00,3.73,0.33,7.34,1.28,9.48,0.79,9.17,1.57
2008,7,10,0,0,24.90,66.46,1014.59,0.50,18.12,0.00,9.38,18.12,484.06,4523.87,2.44,146.29,5.24,132.07,7.53,114.10,7.75,28.84,21.88,79.00,54.00,1016.70,1011.30,100.00,0.00,0.00,0.00,80.00,0.00,100.00,0.00,4.03,1.40,7.44,2.97,10.97,4.18,11.18,3.36
2008,7,11,0,0,25.18,66.75,1015.55,0.00,13.42,0.00,3.25,13.42,573.11,5385.39,2.81,138.59,4.77,127.95,7.99,108.82,7.42,28.91,21.55,84.00,52.00,1018.40,1011.90,100.00,0.00,0.00,0.00,61.00,0.00,100.00,0.00,5.02,1.30,6.91,3.67,11.91,4.67,12.30,3.80
2008,7,12,0,0,24.99,65.04,1014.20,0.50,10.96,0.00,9.33,10.96,527.73,4525.65,1.33,117.11,2.63,93.37,3.24,196.11,3.32,29.05,20.85,82.00,51.00,1016.90,1010.60,82.00,0.00,0.00,0.00,82.00,0.00,82.00,0.00,2.31,0.38,4.69,1.00,6.45,0.52,5.37,1.57
2008,7,13,0,0,25.28,64.38,1011.57,0.20,9.21,0.00,7.96,9.21,556.92,4528.32,2.60,240.51,4.80,246.44,8.78,257.48,6.65,28.96,20.89,81.00,50.00,1014.00,1007.50,72.00,0.00,0.00,0.00,72.00,0.00,72.00,0.00,5.18,0.77,7.51,3.13,14.97,5.71,11.86,2.68
2008,7,14,0,0,24.67,70.04,1013.35,3.20,31.75,0.00,30.17,30.58,365.31,3389.12,1.21,150.81,2.87,193.43,3.32,146.15,2.92,27.62,22.51,81.00,59.00,1015.40,1011.00,93.00,1.00,0.00,0.00,93.00,0.00,93.00,0.00,2.05,0.19,5.38,1.28,5.80,0.97,4.70,0.45
2008,7,15,0,0,24.34,70.38,1015.27,0.10,8.71,0.00,5.50,8.38,560.25,4137.61,3.14,160.58,5.97,150.99,9.99,121.55,8.29,28.07,20.50,87.00,58.00,1018.40,1012.20,72.00,0.00,0.00,0.00,72.00,0.00,72.00,0.00,6.68,1.36,7.61,4.37,14.62,6.58,10.74,4.70
2008,7,16,0,0,24.94,62.21,1014.34,0.00,4.46,0.00,0.00,4.46,638.45,5408.53,2.14,148.30,4.27,122.59,7.57,96.23,6.23,28.73,20.71,82.00,46.00,1017.20,1011.00,26.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,5.22,0.08,7.57,1.37,13.88,2.20,12.53,0.67
2008,7,17,0,0,24.86,61.38,1011.62,0.00,13.12,0.00,0.00,13.12,501.15,4196.35,1.85,281.39,3.43,317.67,6.29,281.63,4.64,28.53,20.95,78.00,48.00,1014.70,1007.80,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,3.59,0.11,6.54,0.87,8.97,3.88,6.71,1.12
2008,7,18,0,0,24.96,61.29,1011.40,0.00,4.58,0.00,0.00,4.58,629.30,5016.93,2.81,261.17,5.83,282.42,10.25,329.12,8.77,28.85,20.40,82.00,46.00,1013.90,1008.10,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,6.07,0.68,8.97,3.43,15.17,6.36,13.20,3.36
2008,7,19,0,0,25.46,58.83,1012.02,0.00,4.17,0.00,0.00,4.17,642.70,5417.43,2.42,299.99,4.59,312.97,8.63,323.77,7.61,29.50,20.74,78.00,44.00,1015.00,1008.40,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.18,0.50,5.77,1.64,11.45,6.84,9.84,4.25
2008,7,20,0,0,25.91,56.25,1011.97,0.00,1.67,0.00,0.83,1.67,674.67,5496.64,2.47,272.35,5.39,284.59,9.39,325.32,8.22,30.34,20.77,77.00,41.00,1015.00,1008.50,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,4.56,1.18,7.81,2.54,12.00,6.29,10.96,6.49
2008,7,21,0,0,26.20,58.08,1011.38,0.00,4.12,0.00,3.29,0.83,662.47,5526.90,3.85,326.16,7.36,318.80,13.13,308.29,12.03,30.15,21.63,73.00,45.00,1014.00,1007.70,31.00,0.00,0.00,0.00,31.00,0.00,10.00,0.00,6.39,1.92,9.25,5.55,20.85,9.33,17.90,8.05
2008,7,22,0,0,26.28,60.79,1011.65,0.00,1.54,0.00,0.00,1.54,673.38,5598.10,4.11,322.01,6.79,317.02,12.74,304.32,11.51,29.94,23.09,75.00,50.00,1014.60,1008.90,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,6.64,2.13,7.65,5.31,21.88,7.67,17.90,6.26
2008,7,23,0,0,25.90,64.04,1011.59,0.00,1.67,0.00,0.00,1.67,669.39,5393.40,3.34,316.22,5.82,311.87,9.94,310.44,10.09,29.69,22.21,83.00,51.00,1014.80,1008.10,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.27,1.70,7.36,4.06,15.36,7.28,12.97,7.16
2008,7,24,0,0,25.92,62.04,1012.61,0.00,2.08,0.00,0.00,2.08,663.40,5520.67,2.37,229.56,4.76,217.63,7.32,242.75,7.49,29.80,21.52,83.00,46.00,1015.50,1009.90,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,4.68,1.09,7.68,1.57,13.52,2.81,14.54,2.01
2008,7,25,0,0,24.52,70.62,1014.00,2.00,15.79,0.00,14.96,14.50,453.80,3763.81,2.43,154.60,4.09,156.10,5.98,102.14,5.00,27.21,21.90,84.00,62.00,1016.90,1011.00,92.00,0.00,0.00,0.00,92.00,0.00,92.00,0.00,4.72,0.50,6.24,1.24,8.67,2.66,8.28,1.34
2008,7,26,0,0,24.84,73.29,1012.67,0.00,5.83,0.00,0.00,5.83,612.95,5558.94,1.85,127.83,3.76,109.23,4.13,95.75,4.49,29.07,20.02,99.00,53.00,1015.90,1008.60,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,3.76,0.63,5.49,1.20,7.37,0.71,8.28,1.79
2008,7,27,0,0,25.93,62.67,1012.44,1.30,39.33,0.00,18.88,39.33,355.20,3810.98,1.20,132.58,2.56,110.48,3.31,49.98,2.96,29.31,22.41,80.00,47.00,1015.70,1008.80,100.00,0.00,0.00,0.00,87.00,0.00,100.00,0.00,2.19,0.72,4.87,0.91,5.55,1.48,5.59,1.12
2008,7,28,0,0,26.07,59.71,1013.25,0.10,13.58,0.00,5.38,13.58,490.15,4686.74,1.51,284.53,1.95,286.27,4.22,312.91,3.74,30.27,21.85,79.00,44.00,1016.20,1010.00,96.00,0.00,0.00,0.00,69.00,0.00,96.00,0.00,2.55,0.42,5.90,0.34,8.30,2.48,7.16,1.79
2008,7,29,0,0,26.51,57.04,1012.08,0.00,7.10,4.67,4.33,1.67,671.09,5631.92,1.36,253.00,2.59,235.55,3.91,256.59,4.22,30.25,21.48,75.00,44.00,1015.20,1008.00,100.00,0.00,38.00,0.00,100.00,0.00,10.00,0.00,2.23,0.11,5.18,1.25,5.88,2.58,6.93,1.79
2008,7,30,0,0,26.85,56.54,1010.33,1.00,49.75,0.71,49.75,7.17,640.43,5796.57,3.44,237.57,5.03,230.04,8.81,299.76,6.70,30.76,21.93,75.00,43.00,1013.40,1006.50,100.00,0.00,6.00,0.00,100.00,0.00,87.00,0.00,6.15,0.84,7.32,1.57,15.33,4.41,14.09,2.91
2008,7,31,0,0,24.94,73.62,1009.94,2.40,52.19,4.08,50.33,27.75,301.68,3503.04,4.42,296.93,6.65,323.14,16.13,311.16,11.20,26.74,22.94,82.00,67.00,1012.50,1006.50,100.00,0.00,45.00,0.00,100.00,0.00,91.00,0.00,6.49,1.94,7.72,5.25,26.69,9.65,15.88,7.61
2008,8,1,0,0,24.93,74.42,1010.53,2.60,59.60,60.83,47.71,25.58,194.27,3708.63,3.86,317.47,6.24,327.46,13.85,307.85,11.07,27.68,22.58,85.00,62.00,1012.70,1007.90,100.00,0.60,100.00,0.00,100.00,0.00,100.00,0.00,6.39,2.11,7.41,4.88,18.84,8.90,14.09,7.61
2008,8,2,0,0,26.01,67.21,1009.29,0.20,12.50,33.42,3.79,3.38,622.43,5205.61,4.82,326.35,7.29,319.89,17.17,305.14,13.46,29.56,22.44,85.00,52.00,1011.80,1005.50,71.00,0.00,100.00,0.00,71.00,0.00,71.00,0.00,8.48,1.85,10.02,5.08,27.58,11.06,16.55,7.16
2008,8,3,0,0,24.89,73.75,1010.29,4.40,60.58,3.79,56.83,29.50,179.36,2451.95,2.80,272.07,5.07,272.36,11.88,307.73,9.15,27.93,22.56,81.00,67.00,1012.30,1008.10,100.00,0.00,91.00,0.00,100.00,0.00,100.00,0.00,5.46,1.00,7.86,1.82,18.61,3.29,14.09,1.34
2008,8,4,0,0,23.74,81.54,1010.97,3.00,66.00,0.75,48.46,57.92,157.88,3236.93,2.33,177.49,3.69,176.21,6.43,182.86,5.06,26.16,22.19,92.00,70.00,1014.20,1008.00,100.00,6.00,11.00,0.00,100.00,4.00,100.00,0.00,5.31,0.38,6.69,1.44,13.01,0.74,10.07,0.67
2008,8,5,0,0,26.05,66.21,1010.23,0.20,37.18,5.67,33.88,8.17,601.60,5920.28,3.01,247.53,4.72,227.86,11.13,238.75,8.89,30.65,20.46,92.00,45.00,1012.80,1006.80,100.00,0.00,26.00,0.00,100.00,0.00,72.00,0.00,5.31,1.15,6.83,2.54,20.22,3.15,13.65,3.80
2008,8,6,0,0,26.15,62.12,1010.75,1.00,60.64,28.42,57.29,15.33,188.44,3684.60,2.10,213.34,4.01,234.56,5.70,235.98,5.52,28.48,22.86,75.00,52.00,1013.80,1007.80,100.00,1.50,100.00,0.00,100.00,0.00,86.00,0.00,4.12,0.31,7.56,2.06,9.81,0.75,9.84,1.57
2008,8,7,0,0,26.28,63.04,1010.02,0.00,16.77,43.62,5.62,2.58,523.33,5594.54,3.56,316.06,6.65,323.11,10.32,316.39,10.10,30.29,21.88,80.00,49.00,1012.10,1007.10,100.00,0.90,100.00,3.00,100.00,0.00,35.00,0.00,6.79,1.76,8.17,3.60,19.40,5.00,15.43,5.82
2008,8,8,0,0,24.50,74.54,1012.04,3.10,46.48,14.79,42.54,32.88,64.58,2567.65,2.44,260.06,4.93,257.21,6.32,256.19,6.68,26.18,22.39,83.00,68.00,1014.60,1010.10,100.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,4.53,0.89,7.80,2.35,11.68,1.81,12.75,1.12
2008,8,9,0,0,23.57,81.17,1013.84,2.80,38.90,2.54,29.33,36.71,149.05,2767.90,2.50,138.89,4.77,132.52,8.41,101.95,6.38,26.35,20.33,99.00,69.00,1016.50,1011.40,100.00,0.00,22.00,0.00,100.00,0.00,100.00,0.00,4.82,1.36,6.92,2.30,13.56,5.50,9.40,2.68
2008,8,10,0,0,25.50,71.92,1012.52,0.00,11.05,2.58,0.00,10.33,554.55,5903.37,1.86,112.03,4.04,101.27,4.77,91.69,5.13,30.30,19.94,99.00,49.00,1016.50,1008.30,100.00,0.00,16.00,0.00,0.00,0.00,100.00,0.00,3.66,0.66,6.37,1.37,8.54,1.65,8.28,1.79
2008,8,11,0,0,27.41,57.54,1009.49,0.10,9.71,0.00,8.04,9.71,678.10,5854.42,3.32,289.34,6.13,305.41,9.96,309.78,8.52,31.20,22.98,77.00,44.00,1012.50,1005.90,70.00,0.00,0.00,0.00,70.00,0.00,70.00,0.00,6.13,1.22,8.61,4.70,16.08,4.60,13.87,3.36
2008,8,12,0,0,27.89,54.88,1009.20,0.00,1.67,0.00,1.25,1.67,687.12,6038.65,4.02,244.56,6.55,222.28,13.25,227.23,10.42,31.58,24.27,70.00,42.00,1011.20,1005.90,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,7.76,1.60,8.30,4.10,24.07,5.65,18.57,3.80
2008,8,13,0,0,26.96,59.25,1011.45,1.60,40.08,0.00,27.17,39.17,350.05,4082.43,1.06,195.58,3.32,155.97,3.42,112.49,3.27,30.70,24.08,73.00,49.00,1014.30,1008.30,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,2.22,0.08,7.32,0.17,7.38,0.67,7.61,0.67
2008,8,14,0,0,26.85,61.29,1012.15,0.00,2.79,0.08,1.12,2.71,662.46,5910.49,1.88,241.84,3.42,256.53,4.06,265.03,5.56,31.06,21.59,90.00,45.00,1014.50,1009.10,25.00,0.00,2.00,0.00,25.00,0.00,25.00,0.00,3.15,0.34,6.84,0.66,9.39,0.40,9.17,2.01
